ID,date,month,year,outflow,inflow,storage
129,20,7,2004,404.8,761.4,19070000000
130,1,8,2004,533,706.5,19194000000
131,10,8,2004,467.1,540.1,19265000000
132,20,8,2004,408.2,475.5,19335000000
133,1,9,2004,402.6,424.9,19345000000
134,10,9,2004,380.2,323.9,19290000000
135,20,9,2004,449.4,335.3,19183000000
136,1,10,2004,359.4,278.7,19118000000
137,10,10,2004,490.9,291.8,18946000000
138,20,10,2004,499.2,243,18702000000
139,1,11,2004,545.9,250,18447000000
140,10,11,2004,575.2,240.9,18254000000
141,20,11,2004,584.3,248.6,17864000000
142,1,12,2004,672.4,257.5,17479000000
143,10,12,2004,652.9,239.5,17139000000
144,20,12,2004,656.3,205.9,16718000000
145,1,1,2005,648.1,179,16321000000
146,10,1,2005,676.8,186.3,15900000000
147,20,1,2005,703.2,183.1,15406000000
148,1,2,2005,698.8,184.5,14999000000
149,10,2,2005,683.5,180.1,14524000000
150,20,2,2005,664.3,175.9,14186000000
151,1,3,2005,462.7,164.8,13925000000
152,10,3,2005,414.6,205.4,13739000000
153,20,3,2005,393.1,280.6,13670000000
154,1,4,2005,459,213.6,13426000000
155,10,4,2005,395.1,260.5,13314000000
156,20,4,2005,229.1,546.4,13675000000
157,1,5,2005,193.4,993.4,14356000000
158,10,5,2005,272.7,705.2,14678000000
159,20,5,2005,293.3,505.5,14867000000
160,1,6,2005,239.7,1129.9,15641000000
161,10,6,2005,219.9,1268.9,16551000000
162,20,6,2005,238,1231.3,17404000000
163,1,7,2005,259.4,814.5,17919000000
164,10,7,2005,405.5,766.8,18193000000
165,20,7,2005,430.5,607,18364000000
166,1,8,2005,386.6,602.1,18538000000
167,10,8,2005,344.7,541.5,18722000000
168,20,8,2005,420.7,459,18758000000
169,1,9,2005,347.1,450.4,18842000000
170,10,9,2005,370,376.3,18850000000
171,20,9,2005,367.4,339.3,18819000000
172,1,10,2005,436.2,284.5,18688000000
173,10,10,2005,474.1,292,18527000000
174,20,10,2005,455.2,249.5,18339000000
175,1,11,2005,531,254.4,18094000000
176,10,11,2005,564.8,240.6,17799000000
177,20,11,2005,622.2,211.7,17447000000
178,1,12,2005,605.2,222.1,17102000000
179,10,12,2005,573.6,193.6,16743000000
180,20,12,2005,634.8,150.5,16287000000
181,1,1,2006,699.2,139.5,15800000000
182,10,1,2006,705.8,156.6,15327000000
183,20,1,2006,694.8,182.6,14845000000
184,1,2,2006,614.3,193.6,14485000000
185,10,2,2006,635.8,197.1,14108000000
186,20,2,2006,644.4,172.3,13780000000
187,1,3,2006,526.8,148.7,13456000000
188,10,3,2006,512.7,165.6,13156000000
189,20,3,2006,440.4,226.4,12945000000
190,1,4,2006,399.6,255.4,12806000000
191,10,4,2006,402.5,284.4,12706000000
192,20,4,2006,349.6,518.2,12933000000
193,1,5,2006,240.2,778.5,13358000000
194,10,5,2006,210.4,1145.9,14283000000
195,20,5,2006,212.2,958.1,14874000000
196,1,6,2006,257.6,765.3,15295000000
197,10,6,2006,245,701.2,15698000000
198,20,6,2006,247.2,829.2,16155000000
199,1,7,2006,341.2,800.7,16582000000
200,10,7,2006,367.8,661.6,16804000000
201,20,7,2006,436.2,462.9,16831000000
202,1,8,2006,426.6,624,17039000000
203,10,8,2006,409.1,554.3,17139000000
204,20,8,2006,359.5,437.8,17229000000
205,1,9,2006,303.7,337.5,17267000000
206,10,9,2006,412.7,387.2,17216000000
207,20,9,2006,387.7,270.3,17142000000
208,1,10,2006,332.6,174.7,16995000000
209,10,10,2006,398.3,247.6,16861000000
210,20,10,2006,440.7,284.6,16728000000
211,1,11,2006,439.7,283,16608000000
212,10,11,2006,543.5,255.6,16332000000
213,20,11,2006,658.5,183.6,15903000000
214,1,12,2006,675.3,179.4,15479000000
215,10,12,2006,698.4,183.8,15034000000
216,20,12,2006,715.3,180.7,14524000000
217,1,1,2007,729.3,183.3,14065000000
218,10,1,2007,736.7,148.7,13554000000
219,20,1,2007,668.8,147.4,13059000000
220,1,2,2007,641.1,178.9,12645000000
221,10,2,2007,658.5,187.9,12252000000
222,20,2,2007,685.3,174.5,11941000000
223,1,3,2007,704.1,164.8,11461000000
224,10,3,2007,651.5,155.1,11041000000
225,20,3,2007,560.7,171.7,10678000000
226,1,4,2007,457.2,248.7,10491000000
227,10,4,2007,248.9,452.5,10669000000
228,20,4,2007,221.8,692.4,11076000000
229,1,5,2007,207.2,692.4,11495000000
230,10,5,2007,225.4,673.2,11882000000
231,20,5,2007,311.4,672.1,12225000000
232,1,6,2007,389.7,608.3,12420000000
233,10,6,2007,377.1,772.4,12764000000
234,20,6,2007,455,833.9,13089000000
235,1,7,2007,441.4,747.6,13349000000
236,10,7,2007,530.9,650.5,13452000000
237,20,7,2007,542.1,629.2,13535000000
238,1,8,2007,457.6,617.5,13672000000
239,10,8,2007,444.3,496.3,13718000000
240,20,8,2007,451.6,389.3,13658000000
241,1,9,2007,363.4,368.9,13663000000
242,10,9,2007,258.5,288.5,13689000000
243,20,9,2007,264.4,311.5,13729000000
244,1,10,2007,379.7,280.4,13646000000
245,10,10,2007,356.7,238.8,13544000000
246,20,10,2007,440.7,207.6,13321000000
247,1,11,2007,471.3,165.5,13059000000
248,10,11,2007,507.2,172.4,12766000000
249,20,11,2007,556.9,145.4,12413000000
250,1,12,2007,622,161,12013000000
251,10,12,2007,681.9,162.4,11564000000
252,20,12,2007,736.3,151.8,11011000000
253,1,1,2008,783.6,127.4,10440000000
254,10,1,2008,833.8,110.3,9810000000
255,20,1,2008,861,97.8,9084000000
256,1,2,2008,841.8,88.5,8429000000
257,10,2,2008,845.7,87,7788000000
258,20,2,2008,759.9,98.5,7273000000
259,1,3,2008,654.9,122.9,6845000000
260,10,3,2008,422,168.4,6637000000
261,20,3,2008,339.8,237.5,6563000000
262,1,4,2008,96.8,265.1,6535000000
263,10,4,2008,329,271.8,6489000000
264,20,4,2008,270.9,251.5,6484000000
265,1,5,2008,226.7,300.6,6570000000
266,10,5,2008,214.6,615.6,6965000000
267,20,5,2008,217,911,7614000000
268,1,6,2008,221.8,743.8,8055000000
269,10,6,2008,240.9,726.1,8510000000
270,20,6,2008,231.5,642.1,8844000000
271,1,7,2008,230.2,496,9064000000
272,10,7,2008,361,476.1,9155000000
273,20,7,2008,384,501.4,9260000000
274,1,8,2008,406.5,477,9330000000
275,10,8,2008,386,515,9436000000
276,20,8,2008,321,394.7,9506000000
277,1,9,2008,226.1,304.1,9572000000
278,10,9,2008,220.6,272,9613000000
279,20,9,2008,222,238,9617000000
280,1,10,2008,226,232,9613000000
281,10,10,2008,272,215,9556000000
282,20,10,2008,285.8,206.7,9478000000
283,1,11,2008,355.8,178,9316000000
284,10,11,2008,395,166,9127000000
285,20,11,2008,357.4,150.6,8953000000
286,1,12,2008,346,159,8804000000
287,10,12,2008,395.5,169,8605000000
288,20,12,2008,431.2,153.3,8339000000
289,1,1,2009,422,150,8089000000
290,10,1,2009,441,145.5,7832000000
291,20,1,2009,443.3,132.7,7546000000
292,1,2,2009,410,129,7303000000
293,10,2,2009,409.6,150.2,7079000000
294,20,2,2009,415.3,153.5,6901000000
295,1,3,2009,382.1,152.3,6703000000
296,10,3,2009,352.8,147.1,6524000000
297,20,3,2009,352.2,239.4,6421000000
298,1,4,2009,309.4,257.4,6375000000
299,10,4,2009,322,255.6,6318000000
300,20,4,2009,324.1,305.8,6313000000
301,1,5,2009,242.7,338.9,6402000000
302,10,5,2009,237.2,474.9,6609000000
303,20,5,2009,227.3,713.7,7073000000
304,1,6,2009,173.9,970.4,7767000000
305,10,6,2009,185.9,1166.5,8606000000
306,20,6,2009,192.8,1446.5,9692000000
307,1,7,2009,291.6,952.2,10259000000
308,10,7,2009,358.1,846.9,10684000000
309,20,7,2009,418.1,1050.6,11283000000
310,1,8,2009,336.9,922.9,11793000000
311,10,8,2009,301.5,743.8,12175000000
312,20,8,2009,277.7,473.5,12359000000
313,1,9,2009,261.8,441,12514000000
314,10,9,2009,319.9,393.3,12577000000
315,20,9,2009,266.3,378.3,12674000000
316,1,10,2009,312,473.8,12815000000
317,10,10,2009,402.6,453.6,12859000000
318,20,10,2009,432.6,313.4,12746000000
319,1,11,2009,376.2,267.1,12651000000
320,10,11,2009,433,263.1,12506000000
321,20,11,2009,441.2,266.6,12356000000
322,1,12,2009,463.2,253.6,12173000000
323,10,12,2009,489.9,234.2,11954000000
324,20,12,2009,489.1,203.3,11688000000
325,1,1,2010,459.8,184.1,11434000000
326,10,1,2010,518.6,183.1,11144000000
327,20,1,2010,480,180.6,10859000000
328,1,2,2010,485,168.4,10586000000
329,10,2,2010,548.3,189.9,10279000000
330,20,2,2010,457.1,202.8,10101000000
331,1,3,2010,404.3,214.3,9935000000
332,10,3,2010,362.8,222.8,9814000000
333,20,3,2010,372.6,249.9,9698000000
334,1,4,2010,294.3,303.1,9706000000
335,10,4,2010,224.3,387.4,9837000000
336,20,4,2010,190,666.2,10295000000
337,1,5,2010,158,1402,11394000000
338,10,5,2010,268,1265.5,12209000000
339,20,5,2010,202,807,12861000000
340,1,6,2010,169.5,1230.1,13801000000
341,10,6,2010,192.1,1624.5,15064000000
342,20,6,2010,146.4,1857.4,16538000000
343,1,7,2010,219.4,1168.4,17347000000
344,10,7,2010,246.7,1158.6,18135000000
345,20,7,2010,300.5,1117.4,18906000000
346,1,8,2010,746,1115.4,19225000000
347,10,8,2010,798.1,992.2,19376000000
348,20,8,2010,613.7,706.6,19463000000
349,1,9,2010,469.2,531.9,19518000000
350,10,9,2010,453,479.4,19541000000
351,20,9,2010,484.5,448.2,19509000000
352,1,10,2010,405.4,372.4,19481000000
353,10,10,2010,379.6,356.5,19461000000
354,20,10,2010,445.8,340.6,19361000000
355,1,11,2010,356.3,280.5,19296000000
356,10,11,2010,387,268.6,19193000000
357,20,11,2010,440.2,243.7,19025000000
358,1,12,2010,536.8,245.2,18769000000
359,10,12,2010,519.1,219.6,18505000000
360,20,12,2010,550.7,219.8,18192000000
