ID,date,month,year,outflow,inflow,storage
130,1,8,2004,2042,1186,4138000000
131,10,8,2004,1845,931,3368000000
132,20,8,2004,1512.2,925.5,2842000000
133,1,9,2004,1214.2,852,2535000000
134,10,9,2004,721,683.5,2563000000
135,20,9,2004,524.2,683.5,2723000000
136,1,10,2004,496,455,2645000000
137,10,10,2004,447.9,326,2579000000
138,20,10,2004,126.3,396.8,2857000000
139,1,11,2004,70,466,3199000000
140,10,11,2004,65,474.6,3558000000
141,20,11,2004,58.7,565,4007000000
142,1,12,2004,68.2,727,4603000000
143,10,12,2004,218,781.5,5060000000
144,20,12,2004,626.3,940,5343000000
145,1,1,2005,779.3,935.5,5454000000
146,10,1,2005,1072.8,809.5,5247000000
147,20,1,2005,851.8,851.8,5272000000
148,1,2,2005,711,880.5,5434000000
149,10,2,2005,954,1020,5482000000
150,20,2,2005,1087.8,902.5,5351000000
151,1,3,2005,1209,853.5,5028000000
152,10,3,2005,1254,634,4572000000
153,20,3,2005,1246.1,634,4784000000
154,1,4,2005,1070.2,1109.5,4926000000
155,10,4,2005,1056.3,1300,5010000000
156,20,4,2005,1226.5,690.5,4544000000
157,1,5,2005,1318.5,1361,4666000000
158,10,5,2005,1975.3,2338,4931000000
159,20,5,2005,1444.5,1439.1,4911000000
160,1,6,2005,1242.8,1221,4917000000
161,10,6,2005,2080.5,2763,5443000000
162,20,6,2005,3470.6,3640.5,5668000000
163,1,7,2005,4626,5264.5,6162000000
164,10,7,2005,4836,4388,5748000000
165,20,7,2005,3785.9,3898.2,5811000000
166,1,8,2005,3080,2954.5,5691000000
167,10,8,2005,2587.5,2433,5556000000
168,20,8,2005,1852.5,1720.9,5439000000
169,1,9,2005,1701.8,1324.5,5054000000
170,10,9,2005,1248,974,4932000000
171,20,9,2005,910,974,4966000000
172,1,10,2005,1024,724,4663000000
173,10,10,2005,1036,536,4223000000
174,20,10,2005,743.3,576.4,4100000000
175,1,11,2005,454.1,749,4376000000
176,10,11,2005,391,758,4712000000
177,20,11,2005,455.6,812,4979000000
178,1,12,2005,603,653,5017000000
179,10,12,2005,752,640,4904000000
180,20,12,2005,674.1,606.9,4864000000
181,1,1,2006,280.2,567.8,5128000000
182,10,1,2006,311,602,5378000000
183,20,1,2006,371.3,584.5,5560000000
184,1,2,2006,564.5,806,5814000000
185,10,2,2006,792.5,586,5571000000
186,20,2,2006,1226.8,786.3,5271000000
187,1,3,2006,1369,679.5,4637000000
188,10,3,2006,1279.8,463,3960000000
189,20,3,2006,994.2,463,3420000000
190,1,4,2006,598.2,368.5,3223000000
191,10,4,2006,706,674,3211000000
192,20,4,2006,786.5,456,2909000000
193,1,5,2006,738,582,2838000000
194,10,5,2006,911,1181.1,3204000000
195,20,5,2006,1366.5,2600,4378000000
196,1,6,2006,1549,1906,4650000000
197,10,6,2006,1547,1570.1,4611000000
198,20,6,2006,1736.7,1282,4242000000
199,1,7,2006,1881.5,1810,4159000000
200,10,7,2006,1963,1878,4099000000
201,20,7,2006,1874.5,997.3,3212000000
202,1,8,2006,1696,1817.5,3366000000
203,10,8,2006,1699,1696,3341000000
204,20,8,2006,1521.3,1257.7,3074000000
205,1,9,2006,1110.6,999.5,3000000000
206,10,9,2006,739.2,794.5,3027000000
207,20,9,2006,622,794.5,3074000000
208,1,10,2006,591.4,565.5,3038000000
209,10,10,2006,427.3,411,3029000000
210,20,10,2006,262.3,345.5,3111000000
211,1,11,2006,174.5,346,3272000000
212,10,11,2006,104,344.1,3482000000
213,20,11,2006,183,454.1,3719000000
214,1,12,2006,584,487,3618000000
215,10,12,2006,634.6,513.9,3531000000
216,20,12,2006,713.1,404.5,3228000000
217,1,1,2007,294,742,3690000000
218,10,1,2007,199,479,3922000000
219,20,1,2007,222.2,433.6,4122000000
220,1,2,2007,224,339.5,4210000000
221,10,2,2007,237,269,4231000000
222,20,2,2007,555.5,251.3,4007000000
223,1,3,2007,779,232.5,3518000000
224,10,3,2007,857,172.5,2894000000
225,20,3,2007,641.5,172.5,2472000000
226,1,4,2007,349.8,976,2877700000
227,10,4,2007,395.6,908,3027900000
228,20,4,2007,492.5,1536.3,3483200000
229,1,5,2007,767.6,1346.6,3547800000
230,10,5,2007,857.5,1770.1,4080900000
231,20,5,2007,912,2105.3,4830800000
232,1,6,2007,947.5,1126.8,4751100000
233,10,6,2007,1077,1621,4896200000
234,20,6,2007,1402.5,1761.1,4977800000
235,1,7,2007,1683.4,2605.3,5238600000
236,10,7,2007,1859,1840.2,4999800000
237,20,7,2007,1854.1,1480.8,4355000000
238,1,8,2007,1739,1241.4,3780600000
239,10,8,2007,1526.5,1078.8,3220400000
240,20,8,2007,1264.7,1009.7,2798600000
241,1,9,2007,900,871.4,2653400000
242,10,9,2007,686,826.1,2715200000
243,20,9,2007,548,716.6,2781000000
244,1,10,2007,518.7,636.5,2890000000
245,10,10,2007,409.8,541.5,3012000000
246,20,10,2007,351,418.6,3062000000
247,1,11,2007,311.1,387.3,3140000000
248,10,11,2007,145,392.5,3356000000
249,20,11,2007,114,385.8,3589000000
250,1,12,2007,161,386.3,3770000000
251,10,12,2007,611,420,3617000000
252,20,12,2007,628.3,539.1,3557000000
253,1,1,2008,328.6,544,3773000000
254,10,1,2008,211,512.5,4037000000
255,20,1,2008,216.5,523.6,4325000000
256,1,2,2008,283.5,527,4540000000
257,10,2,2008,344.5,547.8,4706000000
258,20,2,2008,437.4,512.8,4738000000
259,1,3,2008,888.5,450.5,4287000000
260,10,3,2008,1200,280,3485000000
261,20,3,2008,1122.7,253.2,2688000000
262,1,4,2008,460,204,2518000000
263,10,4,2008,285,193,2439000000
264,20,4,2008,318,227,2359000000
265,1,5,2008,346,177.5,2211000000
266,10,5,2008,242.5,163.5,2147000000
267,20,5,2008,406.1,486.4,2256000000
268,1,6,2008,661,754,2292000000
269,10,6,2008,779.6,1017,2547000000
270,20,6,2008,1072,1433,2797000000
271,1,7,2008,1151,745,2428000000
272,10,7,2008,1001.8,675,2174000000
273,20,7,2008,811.5,745.5,2131000000
274,1,8,2008,575.5,575.5,2131000000
275,10,8,2008,700,700,2131000000
276,20,8,2008,690.1,714.1,2151000000
277,1,9,2008,350,414.6,2208000000
278,10,9,2008,357.1,315.3,2162000000
279,20,9,2008,266.2,215.5,2124000000
280,1,10,2008,177.3,177.3,2123000000
281,10,10,2008,165.6,165.6,2123000000
282,20,10,2008,200,200,2123000000
283,1,11,2008,228.6,231.2,2128000000
284,10,11,2008,223,270,2173000000
285,20,11,2008,222.3,405.3,2343000000
286,1,12,2008,189,373,2504000000
287,10,12,2008,113.4,263.5,2626000000
288,20,12,2008,90.3,257.3,2853000000
289,1,1,2009,84,428,3112000000
290,10,1,2009,84,500,3464000000
291,20,1,2009,84,379.6,3728000000
292,1,2,2009,89,203,3795000000
293,10,2,2009,553.1,188.8,3468000000
294,20,2,2009,829.3,191.8,2968000000
